x1,x2,y
6.2213433970898775,4.968752570534279,2
7.3608921101017275,8.857455169231121,2
-0.10817779871434088,4.73072344599746,1
3.1273582729651475,1.927986067193551,0
-0.8172593326957832,6.759974009088914,1
-0.4539530626342918,5.1314834253246255,1
0.1863434620101012,5.416421296264748,1
0.3026660054548077,4.544709598887464,1
1.7730734719993073,5.436447812229673,1
-0.20119499927558165,6.366515772839398,1
7.536778940010222,6.809700214405366,2
2.2073117672512863,3.456207556590406,0
-0.2887975605644451,5.146583472907055,1
-0.9160178130405775,6.80423821370136,1
0.3163540434315226,3.926776322010384,1
3.8916056535485506,2.6089794792082457,0
4.083139848752479,4.350871297701798,0
-0.08286870208389316,5.440736230123169,1
3.8973675622764707,2.7898861079141266,0
0.8174386342089404,5.881626491282378,1
7.185832783807625,7.549255131352244,2
3.1508284705072174,2.079894146253455,0
1.282270873559027,4.615429796064342,1
4.6179437988976835,3.19524233865319,0
1.2579346525310657,5.276216613752224,1
3.990448616121951,4.156190915817088,0
1.5795427599209553,6.541255636985353,1
8.736688266443622,8.126321942877626,2
0.8166296883649808,4.045175778474852,1
6.792880988360535,5.903785322235922,2
-0.21173894603327975,5.078386593655056,1
4.159799153232361,1.8034857397186397,0
7.565428253700797,7.377252362151302,2
4.219571910977814,1.814844678211005,0
4.081363238136672,1.7416973983859434,0
3.778010296883239,3.107770882043437,0
5.454305909450381,1.6965869339678044,0
7.614292827023028,4.813107450051907,2
1.3947796670584451,5.28431118166021,1
7.762693359140321,7.234052829868942,2
-0.31554413977822915,4.757072732424683,1
-0.6232370951980274,3.3175322291502845,1
0.3669413238165907,5.522906617866156,1
7.1017501780777685,8.357441202344482,2
-1.4633973692266053,7.488415954784459,1
-1.2016954611268449,5.180145633427687,1
8.485270717409723,7.7241380320270965,2
8.787608036150575,7.907905851775138,2
-0.9677359400973735,4.835672121375131,1
6.717541336613128,6.416303890764599,2
1.1442118168921844,5.256518507303411,1
8.517770525970896,6.741951549985127,2
7.4832475800376805,6.026037970717638,2
0.1724101378227032,4.687588369219314,1
3.008824419277374,1.7725031470089636,0
7.700139517708071,6.286491758779951,2
2.6495131860976464,3.062786747298935,0
3.4701914884939504,0.5690603456399932,0
4.845412035461111,2.514160337003835,0
-0.07547467212489264,5.813340106854514,1
7.557319085128451,7.319413937858685,2
0.6014810879113004,7.730477012237724,1
5.475313451778598,1.6296667260230193,0
6.733702352213047,7.794332016933848,2
7.3892675769827685,8.70872068147583,2
7.82402190582248,8.437045787680642,2
0.12173645921586451,5.389164468747701,1
6.009609303767205,5.917900838529553,2
4.663108743421884,2.1735741604068655,0
1.9669941952621859,2.95121121619922,0
-0.49290083794684414,4.594518921334748,1
8.619798239988254,6.292873424719909,2
6.3040645550556516,1.8140799838337403,0
-0.4847753118235415,4.193391394117644,1
8.432333859059238,6.5562057942079806,2
6.556256461172826,7.873954796192185,2
4.6456293515113645,3.520784479817145,0
4.914632651647306,1.5738222992506121,0
9.059898700612964,7.113336733274636,2
-1.796787134507861,4.282994465197695,1
0.31832637488077364,5.749966283056743,1
3.088781438099169,4.011230585560515,0
3.583777069608118,1.819775461347969,0
8.322459316235598,5.8108425475228085,2
7.44561157266325,8.648858635264302,2
2.944186658529593,2.3764513341835833,0
8.003745181536312,7.193267005246369,2
0.3598697485794972,5.241450218081644,1
4.8204599735791565,1.2387069643860527,0
7.320877738851325,7.121734612486981,2
-0.06803335772692545,3.234758552363897,1
8.772980803459857,7.87242848116181,2
4.036440444202395,1.7716986041712015,0
7.18049256095338,8.352166059566455,2
7.811293944591359,5.512573424098438,2
5.48485945653893,1.9428352315335493,0
3.194937971322383,4.852912840239615,0
-0.9476393571192023,5.926765766082269,1
9.08106454528601,8.307936379883968,2
4.317471952354266,0.6707498805344925,0
7.1365407860885846,7.697112926860453,2
0.6446567294189212,6.760114733773024,1
-0.5808040100378234,5.766705134108488,1
-0.6968091596663725,6.895684985211739,1
8.807377482788933,6.236892675956266,2
-0.7300888788023625,3.4233020330309087,1
-0.01689827247583596,3.420718132620756,1
4.826882701751401,1.5879555257477622,0
2.070250104679964,2.2325993705296163,0
5.78831194708688,6.973553066018684,2
7.16202245717933,4.611178712015588,2
-0.15966392564842674,4.711848660612659,1
7.709655014091005,10.50445961851793,2
3.314602999120499,1.995546498908011,0
-0.12452256095783223,4.068362429581045,1
3.0934951876903045,2.0810352214401666,0
7.020135558409309,6.372897512022467,2
7.400782955341801,8.84118813808536,2
4.5500143205032675,3.0301486510618285,0
6.673273842692568,7.777797166813444,2
4.938626955851083,2.590693999992384,0
9.063588441916757,7.165025243015894,2
0.06007610666989456,4.203261356462383,1
3.9215758984440505,2.1950168711404223,0
5.626036056860102,3.337399467732524,0
0.10282123929201531,5.764162829520214,1
7.130980703100555,8.449777753711746,2
4.3598803264354755,2.400936210163083,0
0.18087830219180456,5.984032980627687,1
0.6802856915941159,5.3919918835624,1
3.748375717739046,2.9370501133016136,0
-0.08102329927519916,6.094769573166064,1
4.2120500763004065,2.8076343053996906,0
0.5632601952982543,5.013877334417327,1
7.732201575008691,7.109447382072791,2
1.1584170629073156,6.8868209421478515,1
3.7160896062800384,1.8719541025769455,0
3.952340108470331,3.0154698491478524,0
-0.42707422690699337,5.74363288471546,1
7.665999478477544,7.504517640789463,2
4.948259450411365,1.7954232338145222,0
5.004907037989705,8.199381701365496,2
-0.11470824688325063,5.699151380220407,1
0.011597333489098638,2.952296691269637,1
7.145679618156803,7.615242924071975,2
3.051861357579738,1.3310293791352281,0
5.540117367832027,3.0577491024755763,0
5.2708335798502555,2.232124898436788,0
6.759045795626751,7.628640460585737,2
0.21459798105769864,6.59433017645021,1
4.325393187032781,3.005171118225642,0
3.882424968150314,3.864155548311259,0
5.615414492094703,7.190687078716582,2
9.119543879118718,8.90528469739257,2
1.295621932158546,6.548803619446417,1
-1.3248452881713546,5.474907055587473,1
3.00098621761653,2.3393566178847114,0
3.73591824787112,3.219214727518499,0
0.844031963714491,6.290159040944422,1
-0.8452761340483254,5.120788401601617,1
6.323300661114348,3.896207556780053,0
6.881459352357288,7.177139493508363,2
0.8137203724892935,7.5175559428027565,1
-2.242657970228306,6.980218772194553,1
7.160660922228999,10.052978542467084,2
3.2413782396386592,1.5701842712123657,0
0.7078610999428756,3.764783674864284,1
8.473751166929409,8.460894096277826,2
8.392270428415356,7.996796488745132,2
2.2391109307435015,5.265177761482985,1
3.2867128875207032,1.9191984101631485,0
3.1698365511449693,3.832916922246025,0
6.4771622164099,5.457258425914466,2
5.498078712302931,6.5640684981781625,2
7.155925501621663,8.474212735742505,2
6.624655131267459,7.07954807278166,2
7.40221758025024,8.471542343001675,2
4.271865376190651,2.342643326990083,0
1.5019710397755497,6.572809829764576,1
6.284400085705119,8.99800946084742,2
4.341648570070707,2.238489592073112,0
-0.9678899173181428,5.992605411863356,1
5.25494273237254,2.514726749136365,0
1.4064274824985312,0.8376289120018185,0
-0.8746538929742417,5.179314438064864,1
7.4622299387995765,6.376490684390882,2
4.696513551951365,9.4835143251067,2
-1.8119401218968916,4.855540182470186,1
0.8441780492949241,5.297529970953612,1
1.7755756922979749,1.3019149446888743,0
0.4444725647346075,4.759374473405045,1
-1.0526378892423573,6.312384947831056,1
7.130744925543535,8.372345682663434,2
4.059468907263468,1.3894780884875202,0
3.4883875902108734,1.6724603746076685,0
4.006302875712824,0.2834506762361739,0
-0.15323191116708512,6.278716125000411,1
5.334522148831965,1.3223633616741775,0
6.445022234243366,4.327340491896146,0
4.012509410472247,3.3559576570858196,0
5.331972348527917,2.785354952533712,0
2.9765510918981084,2.342539707061279,0
3.864455772099032,2.7691176060445923,0
1.0598907023663995,5.402253571725369,1
7.38242495408941,7.5163306395621445,2
3.8161757520996553,1.9708657034216273,0
7.791980188434409,7.131981488959076,2
1.299248084768147,5.307453857829817,1
5.321591445103191,8.424216002056493,2
7.333393833680732,6.443879557863204,2
5.774774006920975,1.4845047931157267,0
5.342031045605205,7.273506201858716,2
4.154432167885894,3.6861637330351806,0
3.003854926567956,4.154136622513075,0
2.7577388254074493,1.7066760259751614,0
7.293033230747523,5.64530529612374,2
0.4140578567838711,3.6822477146765467,0
2.6670333279424714,2.543613699145612,0
6.912689463190707,8.646864749346491,2
3.2360434450711777,2.8818858458712597,0
4.017643430449843,1.1796252653506463,0
8.752354284665518,8.148758510446319,2
6.407820865182655,9.58248474806065,2
7.660630607642171,4.965490037557313,2
7.839033393667307,6.944368134025378,2
6.902614520912884,7.233750646467102,2
7.60267870220108,7.350285246224131,2
7.296446853200441,7.641292057556425,2
-0.321236619231851,3.5339316901095295,1
-0.34553022619162216,5.312664375265448,1
1.4063212792620934,5.0791032364778115,1
0.1599190120056769,5.0228503121739445,1
5.633775030625146,2.725945422402049,0
7.2175973681428305,6.298604053583173,2
2.899635161965648,1.877614190278842,0
-0.06645009370759669,6.45454432945552,1
6.672190231446773,7.2854864203055225,2
4.2340170019348795,2.356845642443018,0
0.1883952459572923,4.684660617856586,1
7.705255093885988,6.603806486303212,2
0.8175763360390689,8.100345687068529,1
-1.0098473069287517,7.2759440619588975,1
-0.28415470353255545,5.5908570545786676,1
5.891801897201957,8.43345342554057,2
9.182068254617409,4.992855592521192,2
7.660991139351348,7.578246486476152,2
3.242609669780849,3.2089565153542017,0
4.000529079359495,2.1304755889394835,0
0.5161402000787355,7.12663697438573,1
0.8438908005838429,6.054213170631393,1
-0.27575981601632127,5.808501397698817,1
0.061663171041048924,3.3648163763962398,1
0.63981537077048,5.413247232970768,1
6.764715165930694,7.091172992998408,2
2.5357765973912776,5.454421808867232,1
0.8442750175188739,5.264660886501432,1
-0.3202301120474342,7.149224999339852,1
4.396912934723375,1.3718404766478394,0
4.20640265062233,2.6972767865303706,0
6.456328180120042,8.137049065659003,2
2.826307014321066,2.8428108224913213,0
0.4249400056644332,4.522622159074346,1
5.72683195808654,6.4581697979596235,2
-0.524495248189149,4.4024272974740075,1
5.844202731645796,5.514245496725626,2
3.9896235037782324,3.2271914395879158,0
3.789466358950334,2.0221017427012096,0
6.822006615837535,8.162351582215488,2
8.091954740877442,6.882887727171985,2
6.731160767313006,8.340505003383669,2
-1.61651402828482,5.5619156375854795,1
5.389909329967769,1.485711224084065,0
8.846219674285802,7.625385861725413,2
-1.0111291258661672,6.601719670096154,1
3.9604132606829863,4.2668081848826604,0
4.528163224196808,2.836885692489116,0
2.0381731293218293,5.303408369239634,0
0.032485718149744956,5.03367510778994,1
4.572751089379441,1.8500167834356178,0
4.925819526374124,3.9415131965257486,0
4.756587318708927,2.9340696286724106,0
3.5558290454278456,2.1319210001671953,0
8.024468611957095,6.726538147335214,2
8.400110169038182,8.807975925497521,2
4.142290418401443,2.0274888249560745,0
-0.6921397865035833,5.267534113481589,1
0.1468256130065868,4.977061630073441,1
4.6117507390325665,4.143569143393324,0
-0.008763415980584027,3.351045556581475,1
2.383696777683989,5.582101584618683,1
8.482202218165817,7.8876930361332285,2
7.360330233109893,7.652319063289171,2
7.257165427103511,7.123313366950935,2
6.653834045787093,5.577561076714672,2
6.281287561956715,7.8612802917103295,2
0.8635899482823892,4.798038622825819,1
4.451103921085675,2.1832752895560583,0
7.530399159995367,8.26108125034392,2
0.10399515441729254,5.893627204521652,1
7.183509939742737,6.842215052295512,2
